2, 1.000000, 37, 0.006000
61, 3.635621, 303, 0.003000
130, 3.898349, 373, 0.003000
200, 3.884746, 424, 0.003000
254, 3.947050, 486, 0.004000
327, 4.012301, 542, 0.003000
433, 3.981107, 577, 0.004000
493, 3.995129, 625, 0.004000
512, 3.898381, 595, 0.008000
610, 3.976924, 683, 0.005000
710, 3.960645, 715, 0.005000
760, 3.961886, 757, 0.008000
884, 4.027279, 826, 0.006000
865, 3.973358, 809, 0.003000
942, 3.950666, 830, 0.006000
990, 4.001606, 877, 0.004000
1092, 3.978104, 924, 0.004000
1172, 3.980079, 965, 0.005000
1159, 3.971252, 957, 0.005000
1289, 3.972469, 1022, 0.006000
1409, 3.991218, 1087, 0.004000
1411, 3.998151, 1089, 0.007000
1461, 3.994190, 1114, 0.006000
1568, 3.978663, 1163, 0.006000
1596, 3.977885, 1180, 0.031000
1716, 3.969049, 1236, 0.012000
1781, 3.989404, 1272, 0.010000
1813, 3.958684, 1281, 0.008000
1861, 3.980059, 1309, 0.006000
2011, 3.972332, 1384, 0.005000
2049, 3.999563, 1409, 0.007000
2118, 3.999820, 1443, 0.005000
2204, 3.974131, 1481, 0.006000
2207, 3.987342, 1488, 0.006000
2301, 3.968265, 1529, 0.006000
2302, 3.976700, 1534, 0.006000
2467, 3.970043, 1611, 0.006000
2450, 3.988445, 1610, 0.005000
2580, 3.984071, 1674, 0.005000
2664, 3.963416, 1710, 0.005000
2792, 3.963544, 1772, 0.007000
2690, 3.958367, 1722, 0.006000
2836, 3.973984, 1798, 0.007000
2982, 3.999454, 1881, 0.004000
2940, 3.984953, 1854, 0.005000
3018, 3.975635, 1892, 0.040000
3091, 3.965683, 1921, 0.004000
3187, 3.981035, 1980, 0.005000
3165, 3.985455, 1968, 0.005000
3210, 3.987386, 1993, 0.007000
3391, 4.004624, 2088, 0.006000
3325, 3.981863, 2047, 0.004000
3492, 3.984370, 2131, 0.004000
3512, 3.986420, 2141, 0.004000
3752, 3.998681, 2270, 0.007000
3657, 3.980873, 2217, 0.005000
3695, 3.973006, 2227, 0.007000
3819, 4.001003, 2305, 0.005000
4012, 3.998961, 2400, 0.006000
3930, 3.974192, 2347, 0.007000
4132, 4.001102, 2462, 0.006000
4003, 3.963269, 2381, 0.006000
4208, 3.997196, 2498, 0.006000
4331, 4.001460, 2560, 0.006000
4318, 3.980443, 2548, 0.007000
4425, 3.980891, 2600, 0.006000
4356, 3.985727, 2568, 0.006000
4679, 3.996221, 2734, 0.005000
4571, 3.998909, 2683, 0.006000
4760, 3.994035, 2772, 0.005000
4702, 3.969624, 2729, 0.008000
4786, 3.964981, 2772, 0.006000
4828, 3.979434, 2797, 0.006000
4937, 3.991859, 2866, 0.008000
4873, 3.977383, 2820, 0.006000
5072, 3.987338, 2929, 0.007000
5321, 3.991772, 3056, 0.006000
5208, 3.985692, 2994, 0.008000
5234, 3.992903, 3016, 0.007000
5236, 3.987942, 3010, 0.004000
5397, 3.986025, 3091, 0.007000
5463, 3.994106, 3125, 0.006000
5712, 3.997229, 3255, 0.007000
5732, 3.988781, 3260, 0.008000
5630, 3.981680, 3209, 0.007000
5828, 3.986814, 3306, 0.006000
5787, 3.988227, 3286, 0.008000
5987, 3.993199, 3389, 0.007000
6163, 3.989934, 3478, 0.010000
6096, 3.983833, 3436, 0.006000
6095, 3.984130, 3444, 0.007000
6158, 3.984433, 3470, 0.044000
6515, 4.009779, 3667, 0.007000
6350, 3.989168, 3579, 0.007000
6281, 3.994130, 3544, 0.008000
6470, 3.988535, 3635, 0.007000
6389, 3.990161, 3590, 0.007000
6668, 3.988190, 3731, 0.008000
6623, 4.000731, 3714, 0.007000
6673, 3.980611, 3728, 0.004000
6598, 3.979489, 3688, 0.006000
6825, 3.992905, 3816, 0.006000
6936, 3.988266, 3866, 0.008000
7117, 3.982839, 3952, 0.010000
7214, 3.997755, 4016, 0.006000
7066, 3.984767, 3932, 0.007000
7074, 3.968834, 3920, 0.007000
7205, 3.992588, 4004, 0.008000
7234, 3.991392, 4020, 0.017000
7492, 3.996009, 4157, 0.006000
7545, 3.993897, 4176, 0.006000
7477, 3.981637, 4131, 0.007000
7660, 3.978337, 4218, 0.010000
7575, 3.982358, 4185, 0.008000
7747, 3.993394, 4281, 0.011000
7894, 3.994567, 4351, 0.006000
7815, 3.988863, 4311, 0.008000
7926, 3.985828, 4371, 0.010000
8005, 3.984864, 4401, 0.008000
8056, 3.983294, 4429, 0.009000
8325, 3.988208, 4565, 0.009000
8256, 3.989989, 4531, 0.010000
8309, 3.989885, 4561, 0.007000
8336, 3.995852, 4580, 0.007000
8385, 3.988584, 4598, 0.008000
8373, 3.986041, 4582, 0.009000
8628, 3.996999, 4728, 0.009000
8595, 3.990773, 4706, 0.008000
8831, 3.990549, 4823, 0.009000
8838, 4.002531, 4842, 0.009000
8866, 3.980928, 4825, 0.009000
8748, 3.989753, 4782, 0.008000
8967, 3.989402, 4886, 0.009000
9040, 3.996617, 4936, 0.009000
9167, 3.995538, 4995, 0.009000
9031, 3.986693, 4918, 0.009000
9114, 3.975572, 4951, 0.010000
9340, 3.992494, 5080, 0.006000
9209, 3.973044, 4991, 0.010000
9213, 3.996866, 5019, 0.008000
9423, 3.990245, 5122, 0.011000
9569, 3.997483, 5201, 0.012000
9741, 3.986712, 5277, 0.007000
9872, 3.990864, 5341, 0.009000
9687, 3.984195, 5245, 0.009000
9680, 3.984238, 5240, 0.009000
9895, 3.988298, 5353, 0.012000
9860, 3.979112, 5324, 0.010000
9947, 3.996696, 5393, 0.012000
10148, 3.986026, 5477, 0.011000
10195, 3.989149, 5510, 0.010000
10381, 3.993230, 5609, 0.011000
10239, 3.981320, 5518, 0.007000
10530, 4.000757, 5688, 0.011000
10319, 3.984070, 5560, 0.011000
10528, 3.979574, 5663, 0.013000
10455, 3.986702, 5634, 0.008000
10726, 3.993910, 5779, 0.008000
10722, 3.986757, 5774, 0.008000
10546, 3.985697, 5681, 0.011000
10871, 3.992966, 5854, 0.009000
11028, 3.983550, 5920, 0.010000
11107, 4.000672, 5983, 0.012000
10937, 3.977375, 5867, 0.008000
10919, 3.988625, 5869, 0.009000
11130, 3.975377, 5956, 0.010000
