1, -0.000000, 20, 0.002000
11, 3.459432, 194, 0.002000
21, 4.106603, 320, 0.002000
31, 4.478232, 428, 0.002000
41, 4.881704, 572, 0.003000
51, 4.882922, 595, 0.002000
61, 5.213124, 739, 0.003000
71, 5.057509, 677, 0.003000
81, 5.429054, 891, 0.002000
91, 5.383577, 863, 0.001000
101, 5.650800, 1027, 0.003000
111, 5.424927, 928, 0.002000
121, 5.571139, 1022, 0.002000
131, 5.594343, 1030, 0.002000
141, 5.731448, 1141, 0.002000
151, 5.670469, 1113, 0.003000
161, 5.699238, 1138, 0.002000
171, 5.697435, 1111, 0.002000
181, 5.796171, 1206, 0.003000
191, 5.662073, 1193, 0.003000
201, 5.763854, 1185, 0.001000
211, 5.795506, 1193, 0.002000
221, 5.770139, 1234, 0.002000
231, 5.788991, 1242, 0.001000
241, 5.807785, 1284, 0.002000
251, 5.873264, 1293, 0.003000
261, 5.780473, 1263, 0.002000
271, 5.812321, 1289, 0.002000
281, 5.843663, 1314, 0.003000
291, 5.881582, 1322, 0.002000
301, 5.899569, 1331, 0.002000
311, 5.873227, 1337, 0.002000
321, 5.886412, 1311, 0.002000
331, 5.832829, 1333, 0.002000
341, 5.920387, 1361, 0.002000
351, 5.886493, 1367, 0.002000
361, 5.904048, 1375, 0.002000
371, 5.886159, 1382, 0.002000
381, 5.889515, 1372, 0.002000
391, 5.902118, 1397, 0.002000
401, 5.918558, 1406, 0.002000
411, 5.911492, 1413, 0.003000
421, 5.891812, 1419, 0.002000
431, 5.926113, 1429, 0.004000
441, 5.888461, 1434, 0.002000
451, 5.915010, 1443, 0.002000
461, 5.927375, 1434, 0.002000
471, 5.927315, 1458, 0.003000
481, 5.892625, 1447, 0.001000
491, 5.911834, 1472, 0.003000
501, 5.933290, 1481, 0.003000
511, 5.912284, 1487, 0.003000
521, 5.963210, 1498, 0.003000
531, 5.947208, 1504, 0.003000
541, 5.955506, 1512, 0.002000
551, 5.917386, 1518, 0.002000
561, 5.928509, 1526, 0.002000
571, 5.933525, 1533, 0.003000
581, 5.961575, 1543, 0.002000
591, 5.951239, 1549, 0.003000
601, 5.951639, 1557, 0.003000
611, 5.951056, 1565, 0.003000
621, 5.955472, 1572, 0.003000
631, 5.954181, 1580, 0.001000
641, 5.933650, 1568, 0.002000
651, 5.941858, 1594, 0.002000
661, 5.979052, 1604, 0.002000
671, 5.965087, 1610, 0.002000
681, 5.951878, 1617, 0.003000
691, 5.978549, 1626, 0.002000
701, 5.952588, 1631, 0.002000
711, 5.964506, 1640, 0.002000
721, 5.961455, 1648, 0.002000
731, 5.952413, 1654, 0.002000
741, 5.976751, 1664, 0.003000
751, 5.946151, 1669, 0.001000
761, 5.951718, 1676, 0.003000
771, 5.971438, 1686, 0.004000
781, 5.968510, 1693, 0.004000
791, 5.976457, 1701, 0.003000
801, 5.972141, 1709, 0.002000
811, 5.955299, 1715, 0.002000
821, 5.968443, 1723, 0.003000
831, 5.961074, 1730, 0.003000
841, 5.963833, 1738, 0.003000
851, 5.968511, 1746, 0.002000
861, 5.972619, 1753, 0.007000
871, 5.968187, 1761, 0.002000
881, 5.981488, 1769, 0.002000
891, 5.983729, 1777, 0.001000
901, 5.965218, 1782, 0.002000
911, 5.972705, 1791, 0.004000
921, 5.982070, 1799, 0.003000
931, 5.970194, 1806, 0.003000
941, 5.963652, 1812, 0.002000
951, 5.976470, 1821, 0.004000
961, 5.986163, 1830, 0.003000
971, 5.959590, 1835, 0.003000
981, 5.969684, 1843, 0.004000
991, 5.970382, 1851, 0.002000
1001, 5.975224, 1859, 0.002000
1011, 5.973886, 1865, 0.003000
1021, 5.975833, 1874, 0.002000
1031, 5.971049, 1881, 0.002000
1041, 5.987564, 1890, 0.004000
1051, 5.960448, 1895, 0.001000
1061, 5.973125, 1904, 0.003000
1071, 5.956759, 1909, 0.002000
1081, 5.981820, 1919, 0.004000
1091, 5.972424, 1926, 0.003000
1101, 5.977509, 1934, 0.002000
